N,P,K,temperature,humidity,ph,rainfall,label,state
84.74,50.48,44.81,29.75,74.25,6.74,136.92,rice,Andhra Pradesh
99.41,45.29,49.6,26.14,81.66,5.54,121.57,rice,Andhra Pradesh
93.33,50.98,49.13,28.23,74.46,6.17,138.46,rice,West Bengal
86.33,49.14,41.66,26.84,71.14,5.9,220.77,rice,West Bengal
92.7,50.75,42.48,34.82,75.14,5.67,211.48,rice,Andhra Pradesh
96.71,43.59,45.93,34.15,78.76,6.63,216.77,rice,Tamil Nadu
96.01,54.37,42.45,28.38,79.03,5.51,189.56,rice,Andhra Pradesh
80.21,46.81,46.24,26.16,81.02,6.61,156.64,rice,Andhra Pradesh
88.18,49.55,40.02,32.61,72.1,6.21,205.51,rice,Punjab
98.81,54.44,41.56,34.02,86.78,6.34,213.46,rice,West Bengal
91.15,54.51,40.22,30.92,74.73,5.52,133.32,rice,Punjab
91.99,52.03,42.91,31.34,76.54,6.61,197.14,rice,Punjab
81.45,58.2,46.78,30.46,82.77,6.23,191.31,rice,West Bengal
85.74,54.11,48.93,33.22,80.1,5.62,234.13,rice,West Bengal
87.44,41.72,46.89,28.03,89.51,6.46,145.64,rice,Andhra Pradesh
95.75,46.35,48.34,28.05,78.35,5.56,191.77,rice,Tamil Nadu
84.36,41.81,43.08,29.83,81.18,5.53,176.24,rice,Odisha
87.96,53.71,40.42,31.69,71.57,6.66,120.18,rice,Punjab
96.57,54.48,46.97,31.79,81.64,5.72,149.2,rice,Odisha
88.12,59.01,43.79,30.3,87.69,5.87,224.99,rice,Punjab
89.58,48.52,41.05,29.27,89.22,5.86,170.45,rice,Punjab
87.18,56.71,40.34,33.03,78.96,6.05,200.35,rice,Tamil Nadu
83.28,54.26,47.33,34.44,84.44,6.62,177.37,rice,Odisha
97.14,52.53,43.74,29.13,83.21,6.26,165.07,rice,Tamil Nadu
94.17,58.1,41.11,29.59,89.18,5.53,238.51,rice,Andhra Pradesh
89.55,51.28,43.28,32.71,74.13,6.92,242.64,rice,Tamil Nadu
80.12,56.8,48.41,26.97,81.2,6.18,221.43,rice,Tamil Nadu
87.96,51.96,40.79,27.63,87.07,6.6,203.49,rice,Punjab
88.17,41.14,41.07,32.41,71.48,6.03,185.18,rice,Punjab
88.18,52.66,46.69,29.58,80.36,6.64,196.1,rice,Odisha
90.32,56.49,45.08,25.89,75.18,5.64,140.83,rice,West Bengal
93.92,51.57,40.84,34.31,86.66,6.25,218.59,rice,Odisha
85.43,56.76,42.6,30.98,70.96,6.92,222.63,rice,Tamil Nadu
81.61,45.71,43.76,26.02,83.48,6.92,200.92,rice,West Bengal
90.8,47.81,46.17,32.61,83.03,6.8,183.09,rice,Odisha
80.56,47.16,45.99,34.92,70.47,5.56,156.89,rice,Punjab
86.22,40.22,42.7,28.82,83.5,6.51,217.62,rice,Odisha
99.98,46.1,48.54,29.5,81.6,6.81,228.36,rice,Punjab
97.04,55.04,41.31,29.35,79.98,6.46,221.5,rice,Andhra Pradesh
81.33,58.11,46.06,29.8,85.96,5.92,248.24,rice,Odisha
92.13,49.26,44.53,27.62,88.78,5.82,179.68,rice,Tamil Nadu
97.96,44.93,44.7,34.88,89.24,6.2,141.07,rice,West Bengal
82.1,44.51,49.29,29.1,76.15,6.99,197.77,rice,Tamil Nadu
97.26,47.69,45.21,30.81,75.95,6.63,120.23,rice,Odisha
90.76,44.84,40.93,26.96,85.9,6.09,239.91,rice,West Bengal
84.48,49.29,49.91,30.68,88.33,6.05,221.49,rice,Andhra Pradesh
87.47,53.19,47.01,31.7,78.33,5.87,206.82,rice,Punjab
98.06,59.32,43.15,31.95,79.41,5.59,206.89,rice,Andhra Pradesh
96.83,49.02,41.19,25.98,77.37,6.89,176.95,rice,Tamil Nadu
96.14,48.26,41.02,27.4,75.22,6.94,160.13,rice,West Bengal
82.97,45.84,41.95,27.29,83.61,5.95,184.42,rice,West Bengal
80.68,49.28,44.41,32.73,89.71,6.1,148.52,rice,Andhra Pradesh
80.1,56.64,46.83,34.49,85.11,6.91,237.32,rice,Punjab
87.84,44.79,49.77,27.5,82.0,5.7,190.48,rice,Odisha
93.9,46.49,46.35,25.48,85.67,5.51,223.18,rice,Andhra Pradesh
90.33,53.99,45.57,34.9,83.01,5.59,224.67,rice,Punjab
83.55,59.05,42.01,26.87,76.73,6.9,121.18,rice,Odisha
96.78,59.54,42.19,25.13,84.48,5.68,132.76,rice,West Bengal
91.19,50.98,49.91,30.92,79.34,5.75,161.58,rice,West Bengal
80.51,42.87,45.9,33.26,88.84,6.4,131.02,rice,Punjab
83.57,56.33,44.49,32.35,73.79,6.18,155.48,rice,Tamil Nadu
83.48,40.28,47.76,32.17,88.86,6.23,125.12,rice,Punjab
96.8,59.08,49.11,33.95,86.89,6.09,243.77,rice,West Bengal
87.32,46.28,46.67,29.07,72.61,6.2,123.15,rice,Tamil Nadu
98.04,58.37,40.6,25.79,71.19,5.9,232.86,rice,Andhra Pradesh
83.92,53.17,40.7,26.94,83.0,6.97,147.86,rice,West Bengal
86.74,53.41,41.82,27.45,78.49,5.66,125.54,rice,Tamil Nadu
99.78,40.95,40.08,34.31,80.64,6.92,209.67,rice,Andhra Pradesh
85.14,47.66,43.28,27.5,72.5,6.45,207.28,rice,Punjab
94.07,57.93,44.99,31.03,74.03,6.37,180.6,rice,West Bengal
81.95,43.49,45.63,31.03,73.3,6.74,232.78,rice,West Bengal
81.43,53.26,42.69,25.7,78.72,5.61,173.05,rice,Tamil Nadu
92.77,46.26,45.37,32.3,76.87,6.22,228.08,rice,Odisha
81.36,59.74,41.25,26.98,73.89,5.74,199.15,rice,Punjab
96.66,46.22,48.41,25.83,89.92,5.91,227.02,rice,Tamil Nadu
82.79,45.1,42.65,25.49,84.15,5.78,215.55,rice,Punjab
96.19,40.76,49.31,32.22,84.53,5.85,236.52,rice,Tamil Nadu
84.56,51.08,42.53,30.28,82.21,5.91,128.4,rice,West Bengal
86.79,46.71,47.27,25.79,73.23,6.35,231.3,rice,West Bengal
99.25,47.9,41.79,33.08,86.15,6.78,233.47,rice,Punjab
85.82,40.11,41.52,26.35,74.53,5.61,212.78,rice,Odisha
81.52,51.07,48.06,30.16,88.3,6.43,149.81,rice,Andhra Pradesh
92.58,49.87,44.52,27.12,85.94,6.64,232.92,rice,West Bengal
96.59,47.39,43.25,32.83,80.35,5.93,169.7,rice,Odisha
81.99,46.32,43.12,34.74,70.47,6.65,211.18,rice,Tamil Nadu
98.82,59.75,43.36,32.82,75.07,6.3,237.99,rice,West Bengal
91.7,46.48,42.09,32.02,75.3,6.15,162.32,rice,Punjab
96.56,52.01,41.31,28.72,72.97,6.21,148.5,rice,Punjab
97.64,57.24,46.78,26.41,81.82,5.62,231.72,rice,Odisha
82.23,59.94,44.91,26.24,87.8,6.9,209.76,rice,Andhra Pradesh
91.11,59.43,43.55,26.87,76.58,5.57,154.27,rice,West Bengal
90.23,56.89,44.14,28.17,81.75,6.05,217.36,rice,Andhra Pradesh
89.89,52.74,41.22,30.27,80.8,6.45,242.28,rice,Tamil Nadu
93.0,46.13,43.68,25.52,87.34,6.48,248.5,rice,West Bengal
96.1,42.21,45.96,32.22,83.26,6.55,217.57,rice,Odisha
91.39,53.13,44.56,29.42,73.66,5.81,215.49,rice,Tamil Nadu
84.56,58.05,48.08,25.82,73.76,5.62,155.86,rice,West Bengal
91.28,46.59,41.01,32.18,79.7,6.78,153.35,rice,Tamil Nadu
96.76,56.21,46.01,32.61,84.09,6.79,202.61,rice,Punjab
94.57,57.42,47.77,26.42,79.37,5.93,122.92,rice,Odisha
83.44,43.52,40.06,30.74,81.79,6.72,245.78,rice,Odisha
87.02,48.05,44.34,30.54,88.23,5.85,230.26,rice,Andhra Pradesh
84.83,51.79,43.69,28.09,81.07,5.81,245.65,rice,Tamil Nadu
82.68,42.73,48.16,34.26,83.75,6.66,171.91,rice,Punjab
83.41,50.9,46.7,33.93,74.0,6.13,151.67,rice,Tamil Nadu
81.8,55.7,47.19,32.49,87.43,6.32,208.29,rice,Andhra Pradesh
87.86,46.25,42.26,32.95,81.88,6.4,132.64,rice,Odisha
84.77,54.24,42.86,29.2,72.23,6.97,205.15,rice,West Bengal
80.06,46.43,41.18,28.08,89.86,6.41,231.11,rice,West Bengal
89.95,45.78,47.86,31.06,85.8,5.77,226.0,rice,Punjab
92.04,41.58,49.34,33.84,72.12,6.4,170.15,rice,Odisha
89.49,49.37,44.76,33.68,83.99,6.44,199.65,rice,Tamil Nadu
94.95,56.37,40.45,31.63,77.44,6.84,173.92,rice,Punjab
95.91,53.69,47.2,32.72,78.77,6.43,208.23,rice,West Bengal
87.92,46.56,40.31,29.06,73.75,6.81,162.9,rice,Tamil Nadu
89.36,46.52,44.05,34.99,73.77,6.19,204.95,rice,Andhra Pradesh
91.58,54.64,46.94,27.83,79.42,6.7,198.74,rice,Tamil Nadu
92.21,42.31,41.43,32.55,87.15,6.79,183.61,rice,Odisha
88.45,47.61,41.41,27.54,89.11,6.63,191.44,rice,Andhra Pradesh
89.47,55.55,45.62,25.08,79.18,6.53,136.41,rice,Tamil Nadu
87.13,41.27,44.68,30.35,73.53,6.65,240.82,rice,Punjab
96.92,53.53,45.7,29.21,88.95,6.71,214.99,rice,Odisha
82.99,58.83,41.14,27.13,78.7,6.99,218.21,rice,Odisha
81.88,40.05,47.11,25.74,71.88,6.84,162.08,rice,Odisha
94.35,53.83,48.2,33.12,80.75,5.92,176.83,rice,West Bengal
94.86,56.58,43.41,28.67,78.11,6.22,170.69,rice,Andhra Pradesh
97.11,45.88,44.6,28.95,73.38,5.8,148.3,rice,Tamil Nadu
93.21,50.57,41.85,27.32,78.98,6.52,190.36,rice,Andhra Pradesh
95.68,56.1,44.96,34.87,88.24,6.85,129.85,rice,Punjab
95.11,41.62,46.51,28.3,72.17,6.2,177.6,rice,Punjab
91.05,45.85,45.87,27.37,88.73,6.04,203.24,rice,West Bengal
96.15,59.19,43.48,34.15,79.58,6.59,128.24,rice,Odisha
91.71,44.44,43.78,29.57,70.42,6.53,205.15,rice,Punjab
86.62,51.71,50.16,15.35,54.48,6.41,98.92,wheat,Uttar Pradesh
75.53,51.21,46.99,21.35,66.56,6.58,89.9,wheat,Haryana
77.01,45.92,40.26,18.71,63.7,7.29,87.79,wheat,Punjab
75.27,55.93,52.71,18.21,52.53,6.54,94.09,wheat,Punjab
78.69,43.3,42.26,15.95,63.99,6.54,76.83,wheat,Bihar
79.36,57.53,42.84,17.48,66.13,6.44,88.36,wheat,Uttar Pradesh
82.5,52.93,52.24,22.12,61.14,6.82,54.4,wheat,Madhya Pradesh
77.37,46.53,40.61,22.6,58.1,6.24,95.9,wheat,Uttar Pradesh
72.82,44.52,55.17,23.31,62.93,7.21,72.2,wheat,Bihar
78.2,50.46,53.79,18.05,68.31,7.34,53.53,wheat,Uttar Pradesh
82.67,45.55,59.85,20.36,51.2,6.47,81.84,wheat,Punjab
72.4,59.95,41.67,19.59,66.85,6.45,86.55,wheat,Punjab
89.76,53.05,45.19,21.46,54.78,7.01,82.76,wheat,Madhya Pradesh
74.77,50.58,54.49,18.34,53.16,6.56,69.81,wheat,Bihar
81.66,48.14,55.5,17.0,69.54,6.3,83.56,wheat,Bihar
79.91,47.73,58.36,20.74,65.88,6.59,54.86,wheat,Madhya Pradesh
87.23,51.77,56.08,18.72,63.38,7.12,53.71,wheat,Haryana
72.29,56.02,48.39,18.27,50.15,6.84,61.23,wheat,Uttar Pradesh
77.09,53.87,41.01,18.78,69.83,6.76,78.31,wheat,Haryana
84.29,40.39,59.71,23.16,65.45,6.21,93.69,wheat,Madhya Pradesh
75.82,50.3,55.19,24.29,68.73,6.17,73.88,wheat,Bihar
76.36,51.11,55.24,15.08,51.2,6.64,50.91,wheat,Punjab
71.16,55.22,58.98,24.38,51.96,6.55,99.68,wheat,Uttar Pradesh
77.99,59.21,43.73,18.63,64.65,6.25,63.44,wheat,Haryana
85.67,53.88,54.07,17.51,59.08,6.55,84.07,wheat,Bihar
81.52,59.19,46.49,24.24,55.47,6.64,73.55,wheat,Haryana
82.57,50.67,41.8,21.83,58.45,6.68,64.27,wheat,Madhya Pradesh
89.5,45.77,49.89,18.0,53.81,6.51,63.83,wheat,Uttar Pradesh
82.1,54.57,45.13,24.81,52.15,6.04,61.05,wheat,Haryana
72.23,52.85,45.11,16.53,55.89,6.49,90.04,wheat,Madhya Pradesh
76.68,48.76,55.55,17.48,51.46,7.24,91.74,wheat,Haryana
87.2,54.74,57.67,15.15,59.73,6.38,52.18,wheat,Bihar
84.47,54.39,47.16,23.84,65.85,6.93,94.06,wheat,Madhya Pradesh
88.75,53.47,55.4,19.48,63.65,6.5,79.03,wheat,Punjab
87.1,51.38,51.37,17.43,54.77,7.44,91.98,wheat,Uttar Pradesh
75.12,59.64,58.17,24.45,62.57,6.47,67.68,wheat,Bihar
78.03,52.65,59.14,17.16,56.18,6.31,62.45,wheat,Bihar
70.58,57.32,54.5,22.46,52.97,7.21,95.08,wheat,Punjab
78.46,52.46,41.33,17.22,54.06,6.36,84.86,wheat,Punjab
87.73,42.75,54.68,19.04,64.72,6.89,63.17,wheat,Madhya Pradesh
83.12,47.09,43.87,17.35,57.87,7.23,57.43,wheat,Uttar Pradesh
72.81,40.71,47.8,21.39,54.82,6.68,76.41,wheat,Madhya Pradesh
72.13,52.79,41.93,21.89,57.25,6.51,69.52,wheat,Bihar
85.89,48.85,44.72,24.69,60.95,6.3,82.51,wheat,Bihar
71.07,42.47,56.06,23.16,66.76,6.02,77.62,wheat,Punjab
73.4,59.22,47.53,19.97,56.05,6.04,62.4,wheat,Madhya Pradesh
85.88,55.55,52.51,24.0,61.68,6.82,83.4,wheat,Bihar
88.02,51.8,53.59,23.73,58.81,6.83,62.56,wheat,Punjab
87.07,41.4,59.62,15.09,54.81,7.16,95.09,wheat,Bihar
80.79,48.34,40.96,16.2,56.32,7.44,96.87,wheat,Bihar
85.26,45.66,56.91,17.6,54.55,7.44,61.53,wheat,Bihar
89.44,42.61,58.68,18.35,64.49,7.39,93.26,wheat,Haryana
80.54,40.79,54.96,18.48,60.87,7.44,59.53,wheat,Haryana
85.88,46.57,57.75,24.11,59.01,6.28,98.36,wheat,Punjab
84.28,59.88,48.37,18.56,51.26,6.74,51.8,wheat,Madhya Pradesh
85.16,44.78,40.7,17.07,55.2,7.1,58.91,wheat,Uttar Pradesh
89.9,49.73,53.01,21.41,66.24,6.53,65.39,wheat,Bihar
72.67,41.28,47.57,20.33,68.63,6.79,61.57,wheat,Madhya Pradesh
78.63,47.37,45.87,20.85,60.49,6.14,84.76,wheat,Uttar Pradesh
78.18,52.24,48.11,16.52,50.6,7.27,55.55,wheat,Punjab
80.74,47.57,57.69,16.37,62.69,6.85,67.11,wheat,Haryana
73.34,48.09,46.35,19.17,54.3,7.18,50.17,wheat,Bihar
82.82,49.94,47.42,17.63,58.06,7.22,90.32,wheat,Uttar Pradesh
81.25,55.87,48.05,18.08,57.5,7.02,94.35,wheat,Punjab
87.94,44.13,57.98,17.9,63.68,6.46,77.12,wheat,Uttar Pradesh
78.55,50.11,55.52,19.1,61.58,6.87,85.66,wheat,Bihar
83.64,46.85,51.25,16.53,67.97,6.01,90.77,wheat,Punjab
76.23,52.96,53.64,18.04,50.28,7.45,52.41,wheat,Madhya Pradesh
71.12,42.66,59.16,16.26,56.95,7.03,68.01,wheat,Punjab
74.74,57.75,55.31,17.4,67.62,7.27,79.64,wheat,Uttar Pradesh
84.67,44.45,59.74,16.58,54.82,7.1,87.31,wheat,Bihar
88.5,42.17,48.89,23.46,59.67,6.11,93.59,wheat,Haryana
77.63,52.58,46.5,23.13,68.96,6.62,99.98,wheat,Madhya Pradesh
73.9,51.42,54.55,15.42,58.36,6.68,52.15,wheat,Uttar Pradesh
71.25,41.36,51.68,22.29,64.91,7.18,92.72,wheat,Bihar
74.88,45.19,43.94,24.61,68.6,6.03,88.47,wheat,Bihar
77.34,52.18,48.96,16.76,56.91,6.34,85.08,wheat,Haryana
86.6,58.61,44.72,15.21,56.83,6.56,65.58,wheat,Madhya Pradesh
74.04,52.76,46.59,23.36,57.65,6.75,52.38,wheat,Punjab
71.96,41.13,45.7,21.58,55.93,6.03,54.65,wheat,Bihar
89.07,54.27,42.11,23.26,68.74,7.32,98.83,wheat,Haryana
81.68,48.04,40.91,15.96,56.42,6.85,60.76,wheat,Madhya Pradesh
71.83,47.77,52.73,16.75,60.27,6.31,96.5,wheat,Uttar Pradesh
71.04,52.89,47.02,15.06,58.94,7.13,90.48,wheat,Punjab
71.14,56.34,49.31,20.16,50.14,6.82,61.94,wheat,Punjab
85.75,47.39,41.14,23.73,64.83,6.61,81.73,wheat,Uttar Pradesh
85.26,49.95,58.38,23.49,68.39,6.95,60.43,wheat,Haryana
75.44,55.9,54.56,15.5,57.36,6.4,67.43,wheat,Uttar Pradesh
70.37,43.55,46.6,15.21,63.75,6.39,88.25,wheat,Haryana
85.06,49.5,51.78,19.38,61.5,6.78,85.57,wheat,Madhya Pradesh
85.82,41.69,48.76,16.85,66.89,6.97,52.66,wheat,Haryana
83.97,43.91,53.19,19.45,67.2,6.48,90.7,wheat,Bihar
70.59,53.09,53.72,23.6,65.96,7.23,88.19,wheat,Madhya Pradesh
88.08,56.29,44.45,22.52,65.79,6.75,96.39,wheat,Madhya Pradesh
81.9,49.92,40.86,23.3,64.13,6.78,51.18,wheat,Bihar
73.24,48.79,40.43,19.12,58.16,7.23,99.29,wheat,Punjab
79.24,59.26,59.31,24.57,51.72,7.29,53.5,wheat,Punjab
78.91,47.72,52.6,16.42,65.85,6.7,77.32,wheat,Madhya Pradesh
70.31,42.1,54.0,18.65,64.43,6.84,80.29,wheat,Bihar
72.35,57.14,40.49,19.43,61.92,7.27,94.8,wheat,Uttar Pradesh
73.76,52.85,44.35,19.2,68.44,6.02,69.81,wheat,Uttar Pradesh
80.9,41.37,50.9,23.63,64.74,7.14,98.63,wheat,Uttar Pradesh
78.34,51.76,48.63,19.31,58.67,6.58,76.52,wheat,Madhya Pradesh
89.6,56.68,52.06,21.0,59.76,6.08,63.82,wheat,Uttar Pradesh
86.27,56.83,58.09,18.9,64.03,6.45,72.93,wheat,Punjab
77.59,44.05,57.74,20.31,59.89,7.16,69.15,wheat,Punjab
86.71,42.75,51.66,21.27,66.0,6.23,73.92,wheat,Haryana
80.27,51.94,59.14,16.51,51.51,6.56,97.78,wheat,Bihar
86.35,51.15,48.76,16.7,51.65,7.3,99.77,wheat,Punjab
80.93,42.79,55.22,21.89,54.09,6.15,83.39,wheat,Bihar
78.76,54.74,51.81,21.58,62.09,7.49,74.82,wheat,Punjab
84.2,47.98,57.06,20.48,63.97,7.1,60.66,wheat,Haryana
75.3,49.32,41.82,22.23,55.35,7.33,56.99,wheat,Uttar Pradesh
86.53,48.68,50.58,16.53,56.29,7.23,65.58,wheat,Uttar Pradesh
89.3,58.25,47.43,15.22,67.67,6.91,87.33,wheat,Bihar
72.01,52.92,45.98,21.4,58.29,6.14,85.35,wheat,Punjab
77.13,50.84,41.7,19.52,53.23,7.37,52.8,wheat,Madhya Pradesh
82.55,52.3,50.73,21.45,59.52,6.7,78.95,wheat,Bihar
82.33,51.42,46.21,17.64,69.83,7.28,80.67,wheat,Bihar
77.98,54.58,43.33,22.16,63.77,6.91,82.13,wheat,Punjab
88.91,56.68,54.42,24.93,67.96,7.4,84.6,wheat,Uttar Pradesh
88.92,53.58,59.26,17.77,54.51,6.66,61.65,wheat,Haryana
74.56,50.97,58.31,23.69,69.76,6.99,63.07,wheat,Bihar
89.75,46.87,55.79,17.83,69.76,7.13,92.02,wheat,Madhya Pradesh
78.68,55.95,55.18,16.53,63.0,7.41,97.42,wheat,Madhya Pradesh
70.01,52.38,49.16,20.41,53.41,6.17,71.05,wheat,Uttar Pradesh
73.95,44.09,45.12,22.14,65.43,6.01,94.79,wheat,Madhya Pradesh
81.58,58.89,40.27,22.69,56.86,6.72,75.36,wheat,Madhya Pradesh
84.96,54.41,41.42,24.99,61.42,6.97,65.03,wheat,Madhya Pradesh
81.32,51.3,50.98,16.08,54.2,6.25,50.66,wheat,Haryana
85.15,56.89,47.39,15.75,60.24,7.22,86.67,wheat,Bihar
77.49,50.06,54.84,23.92,64.14,7.13,65.78,wheat,Bihar
75.28,43.92,48.31,15.26,64.98,7.25,65.64,wheat,Uttar Pradesh
74.68,45.48,46.18,17.97,63.39,6.69,94.08,wheat,Madhya Pradesh
89.45,49.04,45.18,24.71,51.16,7.32,90.26,wheat,Madhya Pradesh
82.64,45.28,54.75,17.82,66.01,6.99,55.63,wheat,Madhya Pradesh
76.39,55.94,48.46,19.63,68.51,7.06,59.46,wheat,Uttar Pradesh
85.77,53.63,42.53,22.65,69.23,6.64,82.27,wheat,Madhya Pradesh
72.96,53.29,55.77,16.14,50.35,6.37,85.34,wheat,Punjab
73.97,51.94,54.23,16.69,58.13,7.43,79.51,wheat,Haryana
88.62,46.29,46.91,23.87,66.64,6.8,57.78,wheat,Uttar Pradesh
85.57,48.13,59.84,16.7,65.49,6.3,85.41,wheat,Uttar Pradesh
85.32,58.26,46.72,24.38,56.38,7.17,87.18,wheat,Haryana
70.15,55.88,53.38,15.11,61.65,6.96,51.54,wheat,Uttar Pradesh
73.81,40.01,48.93,17.09,54.59,7.28,72.58,wheat,Uttar Pradesh
77.79,53.7,40.19,17.46,59.87,6.6,74.6,wheat,Haryana
79.07,44.08,42.38,20.13,66.7,7.44,83.25,wheat,Punjab
82.38,44.14,55.15,15.6,68.7,7.03,94.11,wheat,Haryana
73.97,54.84,55.12,15.21,54.33,6.04,56.99,wheat,Punjab
89.14,58.38,43.74,20.85,58.1,7.29,68.9,wheat,Madhya Pradesh
74.73,50.96,41.21,20.79,56.68,7.04,94.16,wheat,Haryana
87.38,42.21,54.99,15.26,55.79,7.07,96.0,wheat,Uttar Pradesh
83.56,44.18,42.58,15.02,68.13,6.53,74.14,wheat,Haryana
84.16,41.6,57.25,21.28,58.07,7.2,51.14,wheat,Madhya Pradesh
84.72,51.38,56.15,16.72,58.49,6.84,69.55,wheat,Madhya Pradesh
86.0,42.49,51.87,22.58,66.15,6.93,60.46,wheat,Punjab
77.63,53.43,45.89,24.6,57.17,7.31,90.1,wheat,Madhya Pradesh
76.87,41.76,55.12,21.67,57.96,6.91,78.4,wheat,Uttar Pradesh
84.64,55.21,51.1,17.8,67.73,7.21,61.79,wheat,Uttar Pradesh
81.64,45.14,48.82,16.98,50.96,6.92,56.47,wheat,Madhya Pradesh
73.09,55.74,53.43,18.36,59.02,6.47,55.76,wheat,Uttar Pradesh
78.25,45.09,48.78,22.35,57.05,6.74,60.86,wheat,Haryana
81.89,57.13,49.48,16.13,68.45,7.45,72.09,wheat,Haryana
88.92,56.64,49.8,19.64,59.15,7.42,82.21,wheat,Madhya Pradesh
73.04,58.78,55.66,17.66,68.45,6.58,58.56,wheat,Uttar Pradesh
85.56,49.11,51.38,24.58,60.92,7.17,61.89,wheat,Bihar
80.5,57.15,41.82,18.11,60.36,7.3,61.79,wheat,Bihar
85.25,43.34,54.72,24.93,52.75,6.15,56.23,wheat,Haryana
78.86,43.08,57.48,19.24,66.94,6.97,74.05,wheat,Madhya Pradesh
81.0,59.17,51.24,21.97,57.46,6.81,77.63,wheat,Punjab
84.63,59.99,57.19,20.04,67.72,6.5,83.0,wheat,Madhya Pradesh
71.0,58.49,51.03,24.62,61.79,6.94,62.47,wheat,Punjab
70.51,42.18,58.89,24.58,56.87,6.1,94.56,wheat,Haryana
88.34,49.38,45.83,22.56,64.56,6.71,85.85,wheat,Bihar
77.68,58.67,42.78,20.32,51.09,6.2,70.11,wheat,Uttar Pradesh
88.95,54.44,55.49,15.31,68.47,6.23,51.35,wheat,Madhya Pradesh
75.78,45.82,58.17,23.3,61.02,6.67,71.85,wheat,Madhya Pradesh
78.47,51.37,48.2,21.0,56.2,6.78,56.85,wheat,Uttar Pradesh
70.13,45.77,40.05,15.89,64.8,7.33,91.78,wheat,Madhya Pradesh
72.88,41.95,47.54,16.38,50.37,6.21,70.99,wheat,Uttar Pradesh
70.23,52.79,48.37,21.25,62.01,7.11,57.46,wheat,Madhya Pradesh
83.26,53.01,41.71,21.42,51.62,7.34,92.79,wheat,Uttar Pradesh
82.65,42.53,51.77,24.83,69.13,7.03,66.99,wheat,Bihar
76.6,43.24,42.68,23.46,63.25,6.19,77.03,wheat,Bihar
73.6,48.37,54.25,19.98,57.01,7.29,77.99,wheat,Madhya Pradesh
76.86,49.29,44.96,20.45,55.64,7.23,59.46,wheat,Punjab
73.52,41.9,48.75,21.16,56.37,6.54,53.66,wheat,Punjab
82.11,50.53,59.31,21.55,54.05,6.91,72.46,wheat,Haryana
89.43,46.79,46.82,15.45,62.49,7.2,66.84,wheat,Bihar
80.38,49.73,51.51,22.71,68.09,6.1,92.81,wheat,Bihar
79.67,51.94,49.86,17.43,63.8,6.06,72.62,wheat,Punjab
80.19,55.41,49.0,20.27,51.32,6.67,52.24,wheat,Punjab
85.58,59.23,51.42,21.37,68.7,6.89,74.72,wheat,Uttar Pradesh
71.52,42.43,40.72,24.52,62.59,6.37,99.81,wheat,Uttar Pradesh
74.66,56.79,59.28,21.47,57.2,6.07,74.67,wheat,Uttar Pradesh
71.94,50.89,43.72,20.9,54.71,6.73,92.04,wheat,Haryana
70.78,51.14,42.19,18.78,56.91,7.14,93.66,wheat,Uttar Pradesh
83.5,51.36,47.98,16.29,60.28,6.12,67.24,wheat,Bihar
86.46,53.03,58.61,16.36,55.8,6.64,55.6,wheat,Madhya Pradesh
77.37,54.96,58.36,19.34,65.97,7.22,71.86,wheat,Bihar
85.96,58.9,42.96,23.29,56.32,7.04,59.46,wheat,Haryana
82.23,48.33,46.23,23.1,58.69,6.8,87.26,wheat,Uttar Pradesh
80.54,54.64,47.93,22.91,59.87,6.36,52.49,wheat,Punjab
75.24,41.54,46.71,22.83,55.16,7.12,99.03,wheat,Madhya Pradesh
76.08,42.64,49.88,24.47,52.04,6.07,83.14,wheat,Uttar Pradesh
72.88,51.38,58.61,18.4,61.04,6.69,93.61,wheat,Haryana
83.91,50.33,58.74,16.4,52.35,7.36,79.72,wheat,Uttar Pradesh
79.31,47.46,47.55,24.65,55.98,6.27,94.01,wheat,Punjab
85.98,44.82,54.67,16.66,61.65,7.15,76.44,wheat,Uttar Pradesh
83.44,45.12,45.48,17.84,55.67,7.25,58.43,wheat,Bihar
75.47,52.7,43.89,15.87,65.16,6.13,93.14,wheat,Haryana
82.07,51.12,45.09,23.62,69.16,6.68,59.09,wheat,Uttar Pradesh
78.94,56.22,53.47,24.0,66.57,6.27,86.38,wheat,Madhya Pradesh
77.87,59.99,52.13,23.82,59.8,7.14,70.67,wheat,Punjab
78.14,58.2,55.61,16.46,62.01,6.1,98.6,wheat,Uttar Pradesh
85.76,59.24,41.29,18.78,61.41,6.66,57.43,wheat,Uttar Pradesh
85.43,44.05,45.11,19.6,59.95,7.26,96.23,wheat,Haryana
71.42,46.38,53.98,16.17,57.62,6.99,74.11,wheat,Madhya Pradesh
77.05,51.35,57.27,22.65,53.18,7.29,56.56,wheat,Uttar Pradesh
73.19,52.65,50.94,22.86,56.65,6.42,66.55,wheat,Punjab
73.8,55.28,58.19,24.48,50.33,7.26,67.01,wheat,Madhya Pradesh
71.7,53.53,43.64,20.02,69.04,6.89,77.99,wheat,Bihar
70.1,54.96,51.77,23.72,59.0,6.17,92.66,wheat,Uttar Pradesh
89.51,55.78,50.74,16.46,62.0,7.16,55.24,wheat,Bihar
79.96,56.32,55.93,19.98,65.6,6.41,67.87,wheat,Uttar Pradesh
80.19,44.99,45.36,15.06,68.17,7.14,84.08,wheat,Madhya Pradesh
85.25,53.83,42.96,20.84,55.29,6.34,75.39,wheat,Uttar Pradesh
